"","gene","peak","pval","test_stat","covar","padj","cor","Cell_Condition"
"2235","RILPL1","chr12-123089432-123090654",1.55969886695147e-05,4.32008390445436,2.05480355479265e-10,0.0100546002369106,0,"L5/6_NP_2_Ctrl"
"2236","SUCO","chr1-172411534-172412517",1.3504127602506e-07,5.2718692434952,6.29967652223386e-10,0.000231113889819295,0,"L5/6_NP_2_Ctrl"
"2237","NCOA3","chr20-47343403-47344355",2.06426898566657e-05,4.25782341596837,4.14566801619298e-10,0.0123399364726144,0,"L5/6_NP_2_Ctrl"
"2238","SLC38A2","chr12-46577626-46578959",7.8341670958327e-05,3.94941730112932,9.18914832366196e-10,0.0325684969752674,0,"L5/6_NP_2_Ctrl"
"2239","SPATA6L","chr9-4339024-4340363",5.78351406602118e-05,4.02147380424269,2.01529958314117e-10,0.0262872785760446,0,"L5/6_NP_2_Ctrl"
"2240","B3GAT1","chr11-134471074-134472013",0.000102794482897274,3.88389932932101,1.60563087869545e-10,0.038940860109867,1,"L5/6_NP_2_Ctrl"
"2241","B3GAT1","chr11-134393289-134394231",1.04232840398074e-08,5.72369331164083,3.82194311566958e-10,2.78907227030884e-05,1,"L5/6_NP_2_Ctrl"
"2242","B3GAT1","chr11-134438895-134439849",8.85578725619859e-05,3.9199757678028,1.6294856768447e-10,0.0351678019434849,1,"L5/6_NP_2_Ctrl"
"2243","SKIL","chr3-170528423-170529320",0.000121267886323019,3.8435487706799,3.31623092295553e-10,0.0439631294726651,0,"L5/6_NP_2_Ctrl"
"2244","SLC38A11","chr2-165238909-165239789",1.01809558506861e-07,5.32346409053071,5.37020482591189e-10,0.000186550523204919,0,"L5/6_NP_2_Ctrl"
"2245","SLC38A11","chr2-164894466-164895436",7.63877509614922e-12,6.84516504566875,5.63962867581335e-10,5.23614411842312e-08,0,"L5/6_NP_2_Ctrl"
"2246","SLC38A11","chr2-165274363-165275315",2.95082449827255e-05,4.17722858211046,4.49839013938306e-10,0.0162031983915568,0,"L5/6_NP_2_Ctrl"
"2247","PRDX1","chr1-45299962-45300882",1.0466916336545e-05,4.40729587740847,7.40282408564823e-10,0.00760198456446163,1,"L5/6_NP_2_Ctrl"
"2248","ACO2","chr22-41036690-41037668",3.26634809200509e-06,4.65331869631651,5.54541585102802e-10,0.00299912510791514,1,"L5/6_NP_2_Ctrl"
"2249","MORC3","chr21-36159982-36160904",2.91139032562212e-06,4.67697408586368,3.53711150992137e-10,0.00271906113868185,0,"L5/6_NP_2_Ctrl"
"2250","MORC3","chr21-35935115-35935989",3.10060575485751e-05,4.16594859009292,3.29940919476163e-10,0.0168337428576766,0,"L5/6_NP_2_Ctrl"
"2251","RHBDD2","chr7-76216362-76217301",3.03454949486844e-05,4.17085797771828,4.53526660105391e-10,0.01654912242401,0,"L5/6_NP_2_Ctrl"
"2252","FRMD6","chr14-51067328-51067851",2.13025619056103e-08,5.60107574528033,2.59243992644277e-10,5.05788827577488e-05,0,"L5/6_NP_2_Ctrl"
"2253","COBLL1","chr2-164922281-164923262",6.98019115947111e-05,3.97695996386993,6.81399034056862e-11,0.0302103390217972,0,"L5/6_NP_2_Ctrl"
"2254","COBLL1","chr2-165122125-165123154",2.47092436185835e-06,4.7105143204345,1.36320448428389e-10,0.00240773725563371,0,"L5/6_NP_2_Ctrl"
"2255","CCNYL1","chr2-207920427-207921345",1.04435549371707e-13,7.43516749169772,3.33046638112191e-10,1.00601869547913e-09,0,"L5/6_NP_2_Ctrl"
"2256","DPF3","chr14-72643088-72643990",1.17289982262235e-05,4.38256532217505,1.48132074682931e-10,0.00820426392109482,1,"L5/6_NP_2_Ctrl"
"2257","DPF3","chr14-72443158-72444288",7.40868789417846e-10,6.15710468611256,1.16579558328086e-10,3.00946257939525e-06,0,"L5/6_NP_2_Ctrl"
"2258","DPF3","chr14-72420539-72421463",5.84327206662407e-10,6.19460138069605,1.98133953777925e-10,2.43218625161289e-06,0,"L5/6_NP_2_Ctrl"
"2259","DPF3","chr14-72815195-72815988",2.02070971772279e-20,9.26124035689368,4.16660918261012e-10,5.24066402115134e-16,0,"L5/6_NP_2_Ctrl"
"2260","TIPRL","chr1-167681312-167682295",4.75608178058584e-05,4.06730088058809,6.47141757650979e-10,0.0229402358295862,0,"L5/6_NP_2_Ctrl"
"2261","MAP1LC3A","chr20-34525656-34526550",5.27024513382926e-05,4.04330739674448,8.94017011569962e-10,0.024713124998064,1,"L5/6_NP_2_Ctrl"
"2262","RPL35","chr9-124384052-124385324",6.10585081397759e-05,4.00868224681302,4.57355163900095e-10,0.0274114489165669,0,"L5/6_NP_2_Ctrl"
"2263","NDUFB8","chr10-100967782-100968563",2.16541867399434e-06,4.73733984149297,4.70004863084742e-10,0.00215386443048203,0,"L5/6_NP_2_Ctrl"
"2264","MFSD11","chr17-76909637-76910662",7.99806718120006e-05,3.94445799246607,3.60644918808082e-10,0.0330056835529493,1,"L5/6_NP_2_Ctrl"
"2265","MFSD11","chr17-77164203-77165212",2.12945109803346e-05,4.25086646072933,2.73737913293229e-10,0.0126177275325866,0,"L5/6_NP_2_Ctrl"
"2266","TIMP3","chr22-33105211-33106152",9.72928348231688e-06,4.42310409504802,1.24746232627249e-10,0.00724116420448146,1,"L5/6_NP_2_Ctrl"
"2267","TIMP3","chr22-32986993-32987884",6.17832134698836e-09,5.81185806869965,6.96986042918578e-11,1.82722227963142e-05,0,"L5/6_NP_2_Ctrl"
"2268","TIMP3","chr22-33126654-33127625",0.000131838142648965,3.82299932121714,7.2495117059838e-11,0.046331566063947,1,"L5/6_NP_2_Ctrl"
"2269","TIMP3","chr22-33109599-33110345",4.72531538643056e-10,6.22796534945256,7.66133447472063e-11,1.9914369164573e-06,0,"L5/6_NP_2_Ctrl"
"2270","TIMP3","chr22-32764157-32765304",1.540853168213e-09,6.04003027187217,7.52422033366533e-11,5.35568791102421e-06,0,"L5/6_NP_2_Ctrl"
"2271","B3GALNT2","chr1-235845287-235846269",1.96344012598848e-05,4.26900824430604,3.98977556049187e-10,0.0118335469596372,0,"L5/6_NP_2_Ctrl"
"2272","YY1","chr14-99887203-99888164",1.10496847772462e-06,4.87195945602134,7.9226112822043e-10,0.00126715078980208,1,"L5/6_NP_2_Ctrl"
"2273","KCNK10","chr14-88129433-88130389",9.36999719910965e-09,5.74175563587778,3.15856387628533e-10,2.58943712760182e-05,0,"L5/6_NP_2_Ctrl"
"2274","KCNK10","chr14-88379851-88380819",3.69605691745271e-05,4.12570194585444,1.38587411194747e-10,0.0191124690465187,0,"L5/6_NP_2_Ctrl"
"2275","KCNK10","chr14-88531707-88532635",2.40765814334334e-08,5.57982129881031,3.26065539732373e-10,5.5599093037294e-05,0,"L5/6_NP_2_Ctrl"
"2276","VPS37B","chr12-122836080-122836664",5.36987217720815e-05,4.03891629703869,2.93974312076235e-10,0.0250548870484652,0,"L5/6_NP_2_Ctrl"
"2277","VPS37B","chr12-123016983-123017934",1.29382303851024e-07,5.27971878742962,4.86180405146609e-10,0.00022485310571124,0,"L5/6_NP_2_Ctrl"
"2278","ARPC3","chr12-110582870-110583733",8.32761659597772e-05,3.93477069002366,1.13870410584969e-09,0.0340736964874645,1,"L5/6_NP_2_Ctrl"
"2279","B4GALT6","chr18-32095869-32096811",6.79305091923127e-05,3.98342012825557,5.5357451222372e-10,0.0296029813872748,1,"L5/6_NP_2_Ctrl"
"2280","GLRA3","chr4-174722311-174723228",6.71798770810045e-06,4.50243318829467,1.45514659480918e-10,0.00538000710632182,0,"L5/6_NP_2_Ctrl"
"2281","DCTN4","chr5-150540637-150541591",5.17169698144301e-07,5.01983095915229,4.12557049350552e-10,0.000670633838725952,1,"L5/6_NP_2_Ctrl"
"2282","TANGO6","chr16-69173227-69174228",0.000144315088684885,3.80065332479167,4.53479122014393e-10,0.0491972909810783,1,"L5/6_NP_2_Ctrl"
"2283","EIF2B3","chr1-44924681-44925668",3.86796586105239e-05,4.11522817670783,3.28414504104795e-10,0.0197889594231492,0,"L5/6_NP_2_Ctrl"
"2284","MYO9B","chr19-16888615-16890408",5.69833832406886e-05,4.0249666800157,2.98532207621219e-10,0.0259973770316166,0,"L5/6_NP_2_Ctrl"
"2285","COL4A2","chr13-110132173-110133170",5.19331378750919e-06,4.55682305570932,4.03299393131118e-10,0.00433400032199579,0,"L5/6_NP_2_Ctrl"
"2286","CXXC5","chr5-139855527-139856459",2.45047165560179e-05,4.21931365430975,2.31333147276009e-10,0.0141227593099052,0,"L5/6_NP_2_Ctrl"
"2287","PTH2R","chr2-208749144-208750117",1.72672038739519e-06,4.78303035365306,7.40791510732471e-11,0.00181360508427122,0,"L5/6_NP_2_Ctrl"
"2288","TMEM87A","chr15-42354637-42355661",1.45862968161394e-07,5.25770662273991,5.81032211491686e-10,0.000247125585133418,0,"L5/6_NP_2_Ctrl"
"2289","ATP6V1G2","chr6-31403065-31404022",1.51806304566748e-05,4.32605097780082,3.85334762028375e-10,0.00984969476796099,1,"L5/6_NP_2_Ctrl"
"2290","ATP6V1G2","chr6-31270886-31271579",9.39659849661692e-06,4.43061209769516,4.31641053903764e-10,0.00706380337061914,0,"L5/6_NP_2_Ctrl"
"2291","ATP6V1G2","chr6-31072308-31073312",1.8753156543161e-09,6.00825427731987,5.74843634748834e-10,6.32266423483982e-06,0,"L5/6_NP_2_Ctrl"
"2292","R3HCC1L","chr10-98258393-98259313",3.4263482989181e-05,4.14310509597434,3.84003493081236e-10,0.0181201095417252,0,"L5/6_NP_2_Ctrl"
"2293","SPATA5","chr4-122458252-122459260",4.97116470122339e-05,4.05697854324224,4.83034414954056e-10,0.0236845844783592,0,"L5/6_NP_2_Ctrl"
"2294","SEMA3E","chr7-83270970-83271983",0.000143781112678064,3.80157170795154,1.93382780558758e-09,0.0491335265095106,0.994818567831647,"L5/6_NP_2_Ctrl"
"2295","CACYBP","chr1-174769581-174770643",5.41564607309296e-05,4.03692461776703,4.3362231591493e-10,0.0251847711011784,0,"L5/6_NP_2_Ctrl"
"2296","FTCDNL1","chr2-199946125-199947300",5.30802167083055e-16,8.10423089502029,8.01881542868507e-10,7.45670884318275e-12,1,"L5/6_NP_2_Ctrl"
"2297","FTCDNL1","chr2-200350428-200351455",1.77159818038718e-06,4.77787231126642,3.38274104565429e-10,0.00184247353637135,1,"L5/6_NP_2_Ctrl"
"2298","MRFAP1","chr4-7081604-7082814",6.45377829473314e-05,3.99557367249143,8.70845531311295e-10,0.0285981407360157,1,"L5/6_NP_2_Ctrl"
"2299","COG3","chr13-45853678-45854772",2.86899922717833e-05,4.18362286030206,4.96352965423475e-10,0.0159618618389708,0,"L5/6_NP_2_Ctrl"
"2300","BLCAP","chr20-37474949-37475965",1.90368419918605e-05,4.2758979465492,3.06413174034303e-10,0.011634911481243,0,"L5/6_NP_2_Ctrl"
"2301","PSMB1","chr6-170073334-170074604",4.2668640797577e-06,4.59794118135344,3.92636632235444e-10,0.0036419791347303,1,"L5/6_NP_2_Ctrl"
"2302","TSG101","chr11-18750805-18751677",1.09933149468966e-05,4.39665246553797,3.0306583475631e-10,0.00786925291077728,0,"L5/6_NP_2_Ctrl"
"2303","TSG101","chr11-18463050-18464019",1.38252140225009e-05,4.34661887163148,3.22849908485453e-10,0.00921185485793323,0,"L5/6_NP_2_Ctrl"
"2304","HIPK2","chr7-139645657-139646883",6.23578276092667e-05,4.00370609405335,5.44385930295402e-10,0.0277728748931565,1,"L5/6_NP_2_Ctrl"
"2305","HIPK2","chr7-139618704-139619714",8.58557330737594e-06,4.45003640869584,3.96376125465441e-10,0.00665435221086992,0,"L5/6_NP_2_Ctrl"
"2306","HIPK2","chr7-139526790-139527758",8.56112823859799e-06,4.45064871873655,3.61850869596503e-10,0.00665215282039004,0,"L5/6_NP_2_Ctrl"
"2307","WDR43","chr2-28452159-28453079",2.17523849476091e-05,4.24609971944675,2.61572795415394e-10,0.0127767597384256,0,"L5/6_NP_2_Ctrl"
"2308","SLC9A9","chr3-143847532-143848660",1.24485794494203e-06,4.84836086629798,2.18079869281903e-10,0.00139437324203687,0,"L5/6_NP_2_Ctrl"
"2309","MED14","chrX-41142145-41143085",0.000103533742421996,3.88215759200718,4.53905135511445e-10,0.0391443264567755,1,"L5/6_NP_2_Ctrl"
"2310","PARM1","chr4-74738486-74739460",3.58328864164394e-07,5.0898595260986,2.71795444000499e-10,0.000502150907648867,1,"L5/6_NP_2_Ctrl"
"2311","PARM1","chr4-75391375-75392398",3.2082624747196e-05,4.15815647083043,1.71464375567047e-10,0.0172515488018606,0,"L5/6_NP_2_Ctrl"
"2312","PARM1","chr4-75048184-75049177",3.67002503654189e-05,4.12732815124604,1.61082076964729e-10,0.0190070089265771,0,"L5/6_NP_2_Ctrl"
"2313","PARM1","chr4-75320877-75321978",1.02664025378421e-10,6.46297534436539,4.72562819879537e-10,5.09020315946842e-07,0,"L5/6_NP_2_Ctrl"
"2314","PARM1","chr4-74768740-74769642",1.78230265761614e-05,4.29055110186107,1.97196525859882e-10,0.0109855010168299,0,"L5/6_NP_2_Ctrl"
"2315","RASL10A","chr22-29315074-29315984",0.000107695163058588,3.87256676111803,4.6773475280557e-10,0.0401655305481517,0,"L5/6_NP_2_Ctrl"
"2316","NDUFA13","chr19-19053503-19054463",1.77606509621977e-06,4.77736579524769,5.49516123326161e-10,0.00184247353637135,0,"L5/6_NP_2_Ctrl"
"2317","ANKRD42","chr11-83480521-83481491",0.000100358657717784,3.88972312646923,2.43764543925774e-10,0.0383951371214985,0,"L5/6_NP_2_Ctrl"
"2318","ITM2C","chr2-231151372-231152414",1.95911652095311e-05,4.26949999699215,8.08401499100427e-10,0.0118335469596372,1,"L5/6_NP_2_Ctrl"
"2319","PTPN3","chr9-109426474-109427566",3.41206499792362e-05,4.14406262424308,2.46945101393306e-10,0.0181162919398416,1,"L5/6_NP_2_Ctrl"
"2320","PTPN3","chr9-109313768-109314753",3.65371616928706e-05,4.12835255130453,2.38702586084826e-10,0.0189808584577422,0,"L5/6_NP_2_Ctrl"
"2321","PTPN3","chr9-109471488-109472464",2.80059889369034e-08,5.55346616796209,2.28352943887694e-10,6.25944289072621e-05,0,"L5/6_NP_2_Ctrl"
"2322","FSIP1","chr15-40095698-40096664",1.36648579632769e-12,7.08740648321192,4.70331437613371e-10,1.09693671238922e-08,0,"L5/6_NP_2_Ctrl"
"2323","FSIP1","chr15-40103049-40103991",2.19890472795866e-07,5.18168488994872,5.78254859136161e-10,0.00034007574625721,1,"L5/6_NP_2_Ctrl"
"2324","MAP1LC3B","chr16-87248234-87249403",0.000117203025430835,3.85190388961707,3.14163055038187e-10,0.0427654052273344,0,"L5/6_NP_2_Ctrl"
"2325","MOB3B","chr9-27033526-27034530",1.74109417793796e-06,4.78136441184089,4.59408338759146e-10,0.00182302293254702,0,"L5/6_NP_2_Ctrl"
"2326","MOB3B","chr9-27964810-27965766",2.67133481484548e-05,4.19981472277224,5.81637858700558e-10,0.0152136127617362,1,"L5/6_NP_2_Ctrl"
"2327","OSBPL3","chr7-25420319-25421409",1.09665462672297e-05,4.39718184666178,4.66622615216502e-10,0.00786679363210432,0,"L5/6_NP_2_Ctrl"
"2328","OSBPL3","chr7-25108738-25109805",8.98350046887484e-05,3.91652365522152,3.11251478065268e-10,0.035627622379273,0,"L5/6_NP_2_Ctrl"
"2329","CYP7B1","chr8-65293398-65294458",5.08686720722959e-05,4.05159955968148,6.40164790877137e-10,0.024087745121515,0,"L5/6_NP_2_Ctrl"
"2330","ANGEL2","chr1-213128744-213129700",4.21136507931486e-05,4.09556694465025,7.7684096341262e-10,0.0210663228371092,0,"L5/6_NP_2_Ctrl"
"2331","PTPN14","chr1-214213655-214214709",2.69964318559984e-12,6.99253438444101,2.10173282820661e-10,1.97867412893773e-08,1,"L5/6_NP_2_Ctrl"
"2332","PTPN14","chr1-214396109-214397065",3.10904128159232e-09,5.92573472917331,9.3811156173577e-11,1.01384386475717e-05,0,"L5/6_NP_2_Ctrl"
"2333","PTPN14","chr1-214218068-214219130",3.12736575594231e-09,5.92476905929304,1.32446408717224e-10,1.01384386475717e-05,0,"L5/6_NP_2_Ctrl"
"2334","PTPN14","chr1-214122909-214123845",5.84456358074558e-09,5.82114557148751,1.35019424876251e-10,1.74381088528808e-05,0,"L5/6_NP_2_Ctrl"
"2335","C11orf87","chr11-109815369-109816340",1.28175113131013e-06,4.84256278905411,2.1323513597229e-10,0.00142622098159563,0,"L5/6_NP_2_Ctrl"
"2336","NHSL2","chrX-71919243-71920305",2.32969707555187e-11,6.68370868290963,5.32663266568738e-10,1.30910338069411e-07,0,"L5/6_NP_2_Ctrl"
"2337","NHSL2","chrX-72005270-72006174",2.379105667654e-08,5.5818960487108,5.87010657428598e-10,5.5599093037294e-05,1,"L5/6_NP_2_Ctrl"
"2338","NHSL2","chrX-71438428-71439268",8.99271149059216e-05,3.91627647526372,2.11330270021047e-10,0.035627622379273,0,"L5/6_NP_2_Ctrl"
"2339","COL5A2","chr2-188898009-188898971",8.46739954559543e-10,6.13590829268102,2.36606864207336e-10,3.31953568790301e-06,0,"L5/6_NP_2_Ctrl"
"2340","COL5A2","chr2-189163404-189164384",3.64240421949266e-06,4.63080862277052,1.7688657744234e-10,0.00327478364642771,0,"L5/6_NP_2_Ctrl"
"2341","IFT172","chr2-27078101-27079023",4.09332576876506e-05,4.10214784159169,3.03004366107992e-10,0.0205733802491868,0,"L5/6_NP_2_Ctrl"
"2342","PRDX5","chr11-64489578-64490501",0.000115545168540204,3.85539023015206,5.32510307933012e-10,0.0423437876778988,0,"L5/6_NP_2_Ctrl"
"2343","COLQ","chr3-15196269-15197336",3.19801226283527e-06,4.65767456080049,5.51040127869043e-10,0.00296213250120725,1,"L5/6_NP_2_Ctrl"
"2344","RCL1","chr9-4883268-4884242",5.91015606979659e-06,4.5295781863011,6.98746989571622e-10,0.00485920429554904,1,"L5/6_NP_2_Ctrl"
"2345","LDHA","chr11-17974102-17974971",1.33789592392431e-09,6.06277882282277,1.40649049763963e-09,4.79866262279712e-06,1,"L5/6_NP_2_Ctrl"
"2346","AGBL3","chr7-134779058-134780028",2.16465117044909e-05,4.24719337516393,3.77729962391915e-10,0.0127767597384256,1,"L5/6_NP_2_Ctrl"
"2347","CYTH1","chr17-78359778-78360668",2.38525166227634e-07,5.16649454072403,5.87938851423839e-10,0.000362248814612519,1,"L5/6_NP_2_Ctrl"
"2348","IFT122","chr3-129665754-129666608",1.69038069000725e-05,4.30229496766318,4.31254370918879e-10,0.010632746835771,1,"L5/6_NP_2_Ctrl"
"2349","KANSL3","chr2-96772574-96773356",1.73074542179044e-05,4.29706488998648,2.56969140285801e-10,0.0107779074740194,0,"L5/6_NP_2_Ctrl"
"2350","GPBP1L1","chr1-45375068-45376046",4.4438042472473e-05,4.08310442318445,8.94399522158487e-10,0.0218653773629702,1,"L5/6_NP_2_Ctrl"
"2351","DNM2","chr19-10947954-10948914",5.86796288087286e-06,4.53109180811704,6.14791716138424e-10,0.00483715261910036,1,"L5/6_NP_2_Ctrl"
"2352","SPPL2A","chr15-50885096-50886307",2.01229109252168e-05,4.26352263113939,4.6669282324754e-10,0.0120720278723464,1,"L5/6_NP_2_Ctrl"
"2353","SUFU","chr10-102670633-102671563",6.59978504264555e-05,3.99027097547675,4.2562169724425e-10,0.0290600721152492,0,"L5/6_NP_2_Ctrl"
"2354","ZNF737","chr19-20557798-20558882",2.3830068203564e-06,4.71789221441083,4.43582379141545e-10,0.00234237759620059,0,"L5/6_NP_2_Ctrl"
"2355","COL21A1","chr6-56040126-56041240",7.41523123905899e-09,5.78123932454097,1.84357243212211e-10,2.15522417475105e-05,0,"L5/6_NP_2_Ctrl"
"2356","COL21A1","chr6-56234923-56235909",4.20773568560324e-08,5.48190357367306,1.61088432529265e-10,8.86654063670315e-05,0,"L5/6_NP_2_Ctrl"
"2357","COL21A1","chr6-56292263-56293188",1.80470988812725e-11,6.7210085616008,2.08053181759965e-10,1.10629372400341e-07,0,"L5/6_NP_2_Ctrl"
"2358","PEA15","chr1-160067956-160068911",3.35861221950041e-06,4.64757424705837,2.47316394250213e-10,0.00306873394858808,0,"L5/6_NP_2_Ctrl"
"2359","NADK2","chr5-36297955-36299328",1.69824406195137e-06,4.78637052740082,7.37092782025332e-10,0.00180052321375795,1,"L5/6_NP_2_Ctrl"
"2360","ZNF235","chr19-44111662-44112339",8.13428658675593e-06,4.46161870675841,3.27953164705519e-10,0.00637788602627427,0,"L5/6_NP_2_Ctrl"
"2361","HSPB1","chr7-76437599-76438653",4.9051006196192e-09,5.85036004077224,2.21856340299041e-10,1.51721512303289e-05,1,"L5/6_NP_2_Ctrl"
"2362","HSPB1","chr7-76131342-76132540",6.59405593680103e-05,3.99047694388104,1.38679506850279e-10,0.0290600721152492,0,"L5/6_NP_2_Ctrl"
"2363","RPL29","chr3-52231295-52232197",3.03836453008204e-05,4.17057168862513,4.21626561494115e-10,0.01654912242401,0,"L5/6_NP_2_Ctrl"
"2364","RPL27","chr17-43360640-43361801",0.000147244980371603,3.79567046229659,9.04521809986917e-10,0.0498138056541684,1,"L5/6_NP_2_Ctrl"
"2365","ATP8B1","chr18-58196748-58197585",0.000147577779913821,3.79511038742703,4.3126981578251e-10,0.0498558553642332,1,"L5/6_NP_2_Ctrl"
"2366","TMEM196","chr7-19927952-19928918",1.24829997266023e-05,4.36897684948743,3.64956003816559e-10,0.00862432033570374,0,"L5/6_NP_2_Ctrl"
"2367","ZNF831","chr20-59119386-59120344",8.72652134968004e-05,3.92351807904958,2.17924689308921e-10,0.0348967903007646,0,"L5/6_NP_2_Ctrl"
"2368","RPRD1B","chr20-38418323-38419282",0.000108748608254028,3.8701943839105,3.17063251515479e-10,0.0404242676626926,1,"L5/6_NP_2_Ctrl"
"2369","SERPINE2","chr2-224259571-224261414",4.8512118165634e-05,4.06268189855589,8.03458395142924e-11,0.0232822842479541,0,"L5/6_NP_2_Ctrl"
"2370","SERPINE2","chr2-223594217-223594878",4.44894784983229e-06,4.58922495211792,1.07420641252685e-10,0.00376877302881069,0,"L5/6_NP_2_Ctrl"
"2371","NBPF1","chr1-16215775-16216610",1.83972472718282e-05,4.28350438312746,4.20095041666635e-10,0.0112775794767117,0,"L5/6_NP_2_Ctrl"
"2372","AP2S1","chr19-46998396-46999362",0.000136600889753784,3.81424321332051,6.77063286249318e-10,0.0474796527652245,1,"L5/6_NP_2_Ctrl"
"2373","AP2S1","chr19-46863655-46864550",0.00010914111962765,3.86931598245526,4.1456776890261e-10,0.0404809095321246,0,"L5/6_NP_2_Ctrl"
"2374","MDM2","chr12-68959643-68960649",1.54547745985132e-06,4.8052636045548,5.69119255103323e-10,0.00165416132236125,0,"L5/6_NP_2_Ctrl"
"2375","MDM2","chr12-68851593-68852528",1.08283993589644e-21,9.56867546601259,1.32748579177377e-09,3.31892409152143e-17,0,"L5/6_NP_2_Ctrl"
"2376","BTF3","chr5-73900683-73901704",0.000101873540409604,3.88608573524325,3.05998655816192e-10,0.038810020221671,0,"L5/6_NP_2_Ctrl"
"2377","BTF3","chr5-73790631-73791684",9.07068805688727e-05,3.91419348576063,3.51916573189746e-10,0.0358522933148377,0,"L5/6_NP_2_Ctrl"
"2378","BTF3","chr5-73897569-73898540",1.02691313123931e-05,4.41142755596881,4.69626814831757e-10,0.00753003687432565,1,"L5/6_NP_2_Ctrl"
"2379","TOLLIP","chr11-1413381-1414410",8.48752710639397e-05,3.93019989147781,3.52648777819629e-10,0.0343940713819103,0,"L5/6_NP_2_Ctrl"
"2380","ZBBX","chr3-167684183-167685061",0.000102638941261231,3.88426729918442,1.57645374023328e-10,0.038940860109867,0,"L5/6_NP_2_Ctrl"
"2381","LRP1","chr12-57616447-57617356",0.000114628479955221,3.85733826094218,2.68020987876339e-10,0.0422374002993033,0,"L5/6_NP_2_Ctrl"
"2382","ECE1","chr1-21149222-21150305",1.82220820256833e-08,5.62808544944596,4.21409555431853e-10,4.41986431591595e-05,0,"L5/6_NP_2_Ctrl"
"2383","NR2F1","chr5-93611667-93612862",1.16468353139358e-06,4.86155305798528,1.6151778980493e-10,0.00132660602019056,1,"L5/6_NP_2_Ctrl"
"2384","ACVR1C","chr2-157684577-157685683",1.38554406779739e-05,4.34613960058275,1.16704965404393e-10,0.00921378606599658,0,"L5/6_NP_2_Ctrl"
"2385","ACVR1C","chr2-157473080-157474192",3.05738127831627e-05,4.1691497037476,1.17315375738853e-10,0.0166258421410788,0,"L5/6_NP_2_Ctrl"
"2386","LAMB1","chr7-108367807-108368899",4.57091287441857e-07,5.04350061937365,2.83995705521087e-10,0.000604349967621948,1,"L5/6_NP_2_Ctrl"
"2387","LAMB1","chr7-107958484-107959407",0.000100086026942401,3.89038323951972,1.99461632728608e-10,0.0383893107573202,0,"L5/6_NP_2_Ctrl"
"2388","SNX32","chr11-65382005-65382950",1.26906206264204e-05,4.36537267578218,9.05225403351542e-10,0.00868080510969078,1,"L5/6_NP_2_Ctrl"
"2389","SNX32","chr11-66187074-66187863",9.84598572855556e-05,3.89435625445558,5.78175090786711e-10,0.0381562503488962,1,"L5/6_NP_2_Ctrl"
"2390","CLHC1","chr2-54809620-54810495",7.1984263785195e-05,3.96963020103536,3.97987180718533e-10,0.0309522459360659,1,"L5/6_NP_2_Ctrl"
"2391","SLC12A8","chr3-125231642-125232584",5.89673495577896e-05,4.01690552691319,2.41645518308727e-10,0.0266858521316884,1,"L5/6_NP_2_Ctrl"
"2392","DLEU7","chr13-50914156-50915214",0.000140934492634631,3.80652247135504,3.07423383144789e-10,0.0485355935247712,0,"L5/6_NP_2_Ctrl"
"2393","EIF4B","chr12-52517812-52518602",9.76203892917333e-05,3.89643152885837,2.57715183187402e-10,0.0379618333223604,0,"L5/6_NP_2_Ctrl"
"2394","HMGN1","chr21-39517883-39518911",4.40520524657088e-05,4.08513049184728,2.99153146771144e-10,0.0218094531467234,0,"L5/6_NP_2_Ctrl"
"2395","NEFM","chr8-24414626-24415679",4.36252916320037e-06,4.59331827972337,4.57360073240125e-10,0.00371423088997811,0,"L5/6_NP_2_Ctrl"
"2396","NEFM","chr8-24935900-24937049",0.000138475746579956,3.81087505685443,4.04918467567884e-10,0.0479504782111732,1,"L5/6_NP_2_Ctrl"
"2397","LRIG2","chr1-113140316-113141254",1.31153664922765e-06,4.83799769088027,4.6311916743621e-10,0.00145456317223816,0,"L5/6_NP_2_Ctrl"
"2398","PLAA","chr9-26725200-26726402",0.000128603615070265,3.82911746717696,2.77073387855175e-10,0.0456410168717578,0,"L5/6_NP_2_Ctrl"
"2399","PPP1R14C","chr6-149851206-149852149",1.42465855132809e-06,4.8215236094322,3.12664368905841e-10,0.00153458939264335,0,"L5/6_NP_2_Ctrl"
"2400","PPP1R14C","chr6-150301929-150303250",5.92353883551234e-06,4.52910025809663,3.93123705733782e-10,0.00485920429554904,0,"L5/6_NP_2_Ctrl"
"2401","C16orf72","chr16-9042706-9043919",3.45305658233562e-05,4.14132474639482,4.88481280665118e-10,0.0182180191376103,1,"L5/6_NP_2_Ctrl"
"2402","C16orf72","chr16-9484471-9485458",8.59091484325401e-05,3.92728782981787,2.73370567758296e-10,0.0346464607802964,1,"L5/6_NP_2_Ctrl"
"2403","RAD52","chr12-509386-510989",0.000128090935780263,3.83010049604147,4.65436816272486e-10,0.0455315130660751,1,"L5/6_NP_2_Ctrl"
"2404","WASF3","chr13-27042727-27043682",1.37102495604923e-05,4.34845091358623,4.95505908184331e-10,0.00918498369551821,0,"L5/6_NP_2_Ctrl"
"2405","SNX19","chr11-131253467-131254480",8.63500435214968e-06,4.44880331425064,3.59935165521966e-10,0.00667731419113754,0,"L5/6_NP_2_Ctrl"
"2406","LRRC2","chr3-46297372-46298404",4.22225637937189e-10,6.24558174533265,8.27049439198221e-11,1.80195213014936e-06,0,"L5/6_NP_2_Ctrl"
